"cups_code","cups_name","cups_description","cups_sex","cups_years_start","cups_years_end","cups_iss","cups_soat","cups_particular","cups_other","cups_file","cups_state","cups_ot_type"
"452100","ENDOSCOPIA TRANSABDOMINAL DE INTESTINO GRUESO SOD",,,,,"0","0","0","0",,,"0"
"452200","ENDOSCOPIA DE INTESTINO GRUESO A TRAVES DE ESTOMA ARTIFICIAL SOD",,,,,"0","0","0","0",,,"0"
"452301","COLONOSCOPIA TOTAL",,,,,"0","0","0","0",,,"0"
"452302","COLONOSCOPIA IZQUIERDA CON EQUIPO FLEXIBLE",,,,,"0","0","0","0",,,"0"
"452401","SIGMOIDOSCOPIA FLEXIBLE O RIGIDA",,,,,"0","0","0","0",,,"0"
"452500","BIOPSIA CERRADA [ENDOSCOPICA] DEL INTESTINO GRUESO SOD",,,,,"0","0","0","0",,,"0"
"452600","BIOPSIA ABIERTA DE INTESTINO GRUESO SOD",,,,,"0","0","0","0",,,"0"
"452700","BIOPSIA INTESTINAL, NCOC",,,,,"0","0","0","0",,,"0"
"453000","ESCISION O ABLACION ENDOSCOPICA DE LESION DE DUODENO SOD",,,,,"0","0","0","0",,,"0"
"453001","ENTEROSCOPIA CON CONTROL DE HEMORRAGIA O FULGURACION DE LESION EN MUCOSA DUODENAL",,,,,"0","0","0","0",,,"0"
"453100","OTRA ELIMINACION O ESCISION DE LESION DE DUODENO SOD",,,,,"0","0","0","0",,,"0"
"453300","ESCISION LOCAL DE LESION O TEJIDO DE INTESTINO DELGADO SALVO DUODENO SOD",,,,,"0","0","0","0",,,"0"
"453301","RESECCION INTESTINAL DE DIVERTICULOS",,,,,"0","0","0","0",,,"0"
"453302","RESECCION INTESTINAL DE TUMOR",,,,,"0","0","0","0",,,"0"
"454100","RESECCION DE LESION O TEJIDO DE INTESTINO GRUESO SOD",,,,,"0","0","0","0",,,"0"
"454200","RESECCION ENDOSCOPICA DE LESION DE INTESTINO GRUESO SOD",,,,,"0","0","0","0",,,"0"
"454201","RESECCION ENDOSCOPICA DE LESIONES EN SIGMOIDE",,,,,"0","0","0","0",,,"0"
"454202","RESECCION ENDOSCOPICA DE LESIONES DE COLON NCOC",,,,,"0","0","0","0",,,"0"
"454203","CONTROL ENDOSCOPICO DE HEMORRAGIA DE COLON",,,,,"0","0","0","0",,,"0"
"456100","RESECCION SEGMENTARIA MULTIPLE DE INTESTINO DELGADO SOD",,,,,"0","0","0","0",,,"0"
"456201","DUODENECTOMIA",,,,,"0","0","0","0",,,"0"
"456202","YEYUNECTOMIA",,,,,"0","0","0","0",,,"0"
"456203","ILECTOMIA",,,,,"0","0","0","0",,,"0"
"456300","RESECCION TOTAL DE INTESTINO DELGADO SOD",,,,,"0","0","0","0",,,"0"
"456400","RESECCION INTESTINAL CONDUCTO ONFALOMESENTERICO SOD",,,,,"0","0","0","0",,,"0"
"457000","COLECTOMIA PARCIAL CON COLOSTOMIA Y CIERRE DE SEGMENTO DISTAL [HARTMAN] SOD",,,,,"0","0","0","0",,,"0"
"457101","COLECTOMIA PARCIAL CON COLOSTOMIA O ILEOSTOMIA Y FISTULA MUCOSA",,,,,"0","0","0","0",,,"0"
"457200","CECECTOMIA SOD",,,,,"0","0","0","0",,,"0"
"457300","HEMICOLECTOMIA DERECHA SOD",,,,,"0","0","0","0",,,"0"
"457400","RESECCION DE COLON TRANSVERSO SOD",,,,,"0","0","0","0",,,"0"
"457500","HEMICOLECTOMIA IZQUIERDA SOD",,,,,"0","0","0","0",,,"0"
"457600","SIGMOIDECTOMIA SOD",,,,,"0","0","0","0",,,"0"
"458000","COLECTOMIA TOTAL CON RESECCION DE ILEOTERMINAL SOD",,,,,"0","0","0","0",,,"0"
"458100","COLECTOMIA TOTAL CON ILEOSTOMIA Y PROTECTOMIA SOD",,,,,"0","0","0","0",,,"0"
"458200","COLECTOMIA TOTAL MAS RESERVORIO SOD",,,,,"0","0","0","0",,,"0"
"458300","COLECTOMIA TOTAL CON ANASTOMOSIS PELVICA SOD",,,,,"0","0","0","0",,,"0"
"459100","ANASTOMOSIS DE INTESTINO DELGADO A INTESTINO DELGADO SOD",,,,,"0","0","0","0",,,"0"
"459200","ANASTOMOSIS DE INTESTINO DELGADO AL MU?ON RECTAL SOD",,,,,"0","0","0","0",,,"0"
"459300","ANASTOMOSIS DE INTESTINO DELGADO A INTESTINO GRUESO SOD",,,,,"0","0","0","0",,,"0"
"459301","ANASTOMOSIS DE ILEO A COLON TRANVERSO",,,,,"0","0","0","0",,,"0"
"459400","ANASTOMOSIS DE INTESTINO GRUESO A INTESTINO GRUESO SOD",,,,,"0","0","0","0",,,"0"
"459500","ANASTOMOSIS AL ANO SOD",,,,,"0","0","0","0",,,"0"
"459501","ANASTOMOSIS DE INTESTINO DELGADO AL ANO, CON FORMACION DE RESERVORIO (EN ?J?, ?H? O ?S?)",,,,,"0","0","0","0",,,"0"
"460101","DUODENOSTOMIA",,,,,"0","0","0","0",,,"0"
"460102","YEYUNOSTOMIA",,,,,"0","0","0","0",,,"0"
"460200","RESECCION DE SEGMENTO EXTERIORIZADO DE INTESTINO DELGADO SOD",,,,,"0","0","0","0",,,"0"
"460301","EXTERIORIZACION DE INTESTINO GRUESO- CECOSTOMIA, COLOSTOMIA EN ASA O SIGMOIDOSTOMIA",,,,,"0","0","0","0",,,"0"
"460400","RESECCION DE SEGMENTO EXTERIORIZADO DE INTESTINO GRUESO SOD",,,,,"0","0","0","0",,,"0"
"461001","COLOSTOMIA Y CIERRE DE LA MISMA POR LAPAROSCOPIA",,,,,"0","0","0","0",,,"0"
"46101","TRANSPOSICION DE NERVIO EN MIEMBRO SUPERIOR",,,,,"0","0","0","0",,,"0"
"461100","COLOSTOMIA TEMPORAL SOD",,,,,"0","0","0","0",,,"0"
"461200","COLOSTOMIA PERMANENTE SOD",,,,,"0","0","0","0",,,"0"
"462200","ILEOSTOMIA CONTINENTE SOD",,,,,"0","0","0","0",,,"0"
"462400","APERTURA RETARDADA DE ILEOSTOMIA SOD",,,,,"0","0","0","0",,,"0"
"463100","APERTURA RETARDADA DE OTRA ENTEROSTOMIA SOD",,,,,"0","0","0","0",,,"0"
"463200","YEYUNOSTOMIA PERCUTANEA [ENDOSCOPICA] SOD",,,,,"0","0","0","0",,,"0"
"464000","REVISION DE ESTOMA INTESTINAL SOD",,,,,"0","0","0","0",,,"0"
"464001","REMODELACION DE ENTEROSTOMIA",,,,,"0","0","0","0",,,"0"
"465100","CIERRE DE ESTOMA DE INTESTINO DELGADO SOD",,,,,"0","0","0","0",,,"0"
"465101","CIERRE DE ESTOMA DE INTESTINO DELGADO POR LAPAROTOMIA",,,,,"0","0","0","0",,,"0"
"465200","CIERRE DE ESTOMA DE INTESTINO GRUESO SOD",,,,,"0","0","0","0",,,"0"
"465201","CIERRE DE ESTOMA DE INTESTINO GRUESO POR LAPAROTOMIA",,,,,"0","0","0","0",,,"0"
"466302","CECOCOLOPEXIA",,,,,"0","0","0","0",,,"0"
"467100","SUTURA DE HERIDA DE DUODENO SOD",,,,,"0","0","0","0",,,"0"
"467200","CIERRE DE FISTULA DE DUODENO SOD",,,,,"0","0","0","0",,,"0"
"467301","ENTERORRAFIA (UNA O MAS)",,,,,"0","0","0","0",,,"0"
"467400","CIERRE DE FISTULA DE INTESTINO DELGADO, SALVO DUODENO SOD",,,,,"0","0","0","0",,,"0"
"467500","SUTURA DE HERIDA DE INTESTINO GRUESO SOD",,,,,"0","0","0","0",,,"0"
"467601","CIERRE DE FISTULA ENTEROCOLICA (UNA O MAS)",,,,,"0","0","0","0",,,"0"
"467700","CIERRE DE FISTULA ENTEROCUTANEA SOD",,,,,"0","0","0","0",,,"0"
"467800","CORRECCION DE ATRESIA DE INTESTINO SOD",,,,,"0","0","0","0",,,"0"
"467801","CORRECCION DE ATRESIA DE INTESTINO CON PLASTIA PROXIMAL",,,,,"0","0","0","0",,,"0"
"467802","CORRECCION DE ATRESIA DE DUODENO, YEYUNO E ILEON",,,,,"0","0","0","0",,,"0"
"467803","CORRECCION DE ATRESIAS INTESTINALES MULTIPLES NCOC",,,,,"0","0","0","0",,,"0"
"467804","CORRECCION DE ATRESIA DE COLON",,,,,"0","0","0","0",,,"0"
"467901","RESECCION INTESTINAL Y DE QUISTE POR PERITONITIS MECONIAL",,,,,"0","0","0","0",,,"0"
"467902","RESECCION DE DUPLICCION INTESTINAL",,,,,"0","0","0","0",,,"0"
"467903","ANASTOMOSIS ILEO-COLICA LATEROLATERAL POR AGANGLIOSIS",,,,,"0","0","0","0",,,"0"
"468000","CORRECCION DE MALROTACION INTESTINAL SOD",,,,,"0","0","0","0",,,"0"
"468011","REDUCCION INTESTINAL SIN RESECCION INTESTINAL POR LAPAROTOMIA",,,,,"0","0","0","0",,,"0"
"468012","REDUCCION INTESTINAL CON RESECCION INTESTINAL POR LAPA-ROTOMIA",,,,,"0","0","0","0",,,"0"
"468020","DESCOMPRESION ENDOSCOPICA DE DILATACION AGUDA DE COLON (OGILVIE)",,,,,"0","0","0","0",,,"0"
"468021","DESCOMPRESION ENDOSCOPICA DE VOLVULO DE COLON (SIGMOIDE)",,,,,"0","0","0","0",,,"0"
"468102","DESPLAZAMIENTO DE CONTENIDO INTESTINAL POR ENDOSCOPIA",,,,,"0","0","0","0",,,"0"
"468501","DILATACION NEUMATICA DEL COLON POR COLONOSCOPIA",,,,,"0","0","0","0",,,"0"
"468601","LIBERACION DE ADHERENCIAS O BRIDAS EN INTESTINO POR LAPAROTOMIA",,,,,"0","0","0","0",,,"0"
"468602","LIBERACION DE ADHERENCIAS O BRIDAS EN INTESTINO POR LAPAROSCOPIA",,,,,"0","0","0","0",,,"0"
"469400","REINTERVENCION DE ANASTOMOSIS INTESTINAL SOD",,,,,"0","0","0","0",,,"0"
"469500","PERFUSION LOCAL DE INTESTINO DELGADO SOD",,,,,"0","0","0","0",,,"0"
"469600","PERFUSION LOCAL DE INTESTINO GRUESO SOD",,,,,"0","0","0","0",,,"0"
"469700","EXTRACCION ENDOSCOPICA DE CUERPO EXTRA?O EN INTESTINO",,,,,"0","0","0","0",,,"0"
"469701","EXTRACCION ENDOSCOPICA DE CUERPO EXTRA?O EN INTESTINO DELGADO",,,,,"0","0","0","0",,,"0"
"469702","EXTRACCION ENDOSCOPICA DE CUERPO EXTRA?O EN INTESTINO GRUESO",,,,,"0","0","0","0",,,"0"
"47101","REPARACION DE NERVIO FACIAL, POR INTERPOSICION DE NERVIO HIPOGLOSO",,,,,"0","0","0","0",,,"0"
"47102","REPARACION DE NERVIO FACIAL, POR ANASTOMOSIS TERMINO TERMINAL",,,,,"0","0","0","0",,,"0"
"471100","APENDICECTOMIA SOD",,,,,"0","0","0","0",,,"0"
"471110","APENDICECTOMIA POR LAPAROSCOPIA",,,,,"0","0","0","0",,,"0"
"471200","APENDICECTOMIA POR PERFORACION, CON DRENAJE DE ABCESO, LIBERACION DE PLASTRON Y/O DRENAJE DE PERITONITIS LOCALIZADA SOD",,,,,"0","0","0","0",,,"0"
"471300","APENDICECTOMIA CON DRENAJE DE PERITONITIS GENERALIZADA SOD",,,,,"0","0","0","0",,,"0"
"480100","PROCTOTOMIA, VIA ABDOMINAL O PERINEAL SOD",,,,,"0","0","0","0",,,"0"
"48100","INYECCION DE ANESTESIA DENTRO DE NERVIO CRANEAL CON FINES ANALGESICOS SOD",,,,,"0","0","0","0",,,"0"
"48101","BLOQUEO DE NERVIO TRIGEMINAL O ESFENOPALATINO",,,,,"0","0","0","0",,,"0"
"48200","INYECCION DE ANESTESIA DENTRO DE NERVIO PERIFERICO CON FINES ANALGESICOS SOD",,,,,"0","0","0","0",,,"0"
"482100","PROCTOSIGMOIDOSCOPIA TRANSABDOMINAL SOD",,,,,"0","0","0","0",,,"0"
"482200","PROCTOSIGMOIDOSCOPIA A TRAVES DE ESTOMA ARTIFICIAL SOD",,,,,"0","0","0","0",,,"0"
"482301","PROCTOSIGMOIDOSCOPIA RIGIDA O FLEXIBLE",,,,,"0","0","0","0",,,"0"
"482400","BIOPSIA CERRADA [ENDOSCOPICA] DE RECTO O SIGMOIDE SOD",,,,,"0","0","0","0",,,"0"
"482500","BIOPSIA ABIERTA DE RECTO O SIGMOIDE SOD",,,,,"0","0","0","0",,,"0"
"482600","BIOPSIA DE TEJIDO PERIRRECTAL SOD",,,,,"0","0","0","0",,,"0"
"482700","MANOMETRIA RECTAL ENDOSCOPICA SOD",,,,,"0","0","0","0",,,"0"
"48300","INYECCION DE ANESTESIA EN NERVIO DE FACETA ARTICULAR VERTEBRAL CON FINES ANALGESICOS SOD",,,,,"0","0","0","0",,,"0"
"483100","ABLACION DE LESION O TEJIDO RECTAL POR DIATERMIA, CRIO O ELECTROCOAGULACION SOD",,,,,"0","0","0","0",,,"0"
"483200","ESCISION DE LA MUCOSA RECTAL SOD",,,,,"0","0","0","0",,,"0"
"483300","ELIMINACION DE LESION O TEJIDO RECTAL POR LASER SOD",,,,,"0","0","0","0",,,"0"
"483600","POLIPECTOMIA ENDOSCOPICA DE RECTO SOD",,,,,"0","0","0","0",,,"0"
"483801","EXTRACCION DE CUERPO EXTRA?O EN RECTO, VIA RECTAL ABIERTA",,,,,"0","0","0","0",,,"0"
"483802","EXTRACCION DE CUERPO EXTRA?O EN RECTO, VIA ABDOMINAL",,,,,"0","0","0","0",,,"0"
"483803","EXTRACCION ENDOSCOPICA DE CUERPO EXTRA?O EN RECTO",,,,,"0","0","0","0",,,"0"
"485100","PROTECTOMIA PARCIAL, VIA TRANS-SACRA [KRASKE] SOD",,,,,"0","0","0","0",,,"0"
"485200","PROTECTOMIA COMPLETA SOD",,,,,"0","0","0","0",,,"0"
"485300","PROTECTOMIA CON COLOSTOMIA SOD",,,,,"0","0","0","0",,,"0"
"485301","PROCTOSIGMOIDECTOMIA CON COLOSTOMIA CON ABORDAJE PERINEAL",,,,,"0","0","0","0",,,"0"
"485400","PROCTECTOMIA CON DESCENSO ABDOMINO-PERINEAL SOD",,,,,"0","0","0","0",,,"0"
"486100","RECTOSIGMOIDECTOMIA TRANS-SACRA O TRANS-COCCIGEA SOD",,,,,"0","0","0","0",,,"0"
"486101","RESECCION DE TUMOR RECTAL POR PROCTECTOMIA TRANS-SACRA O TRANS-COCCIGEA",,,,,"0","0","0","0",,,"0"
"486200","RESECCION ANTERIOR DE RECTO CON COLOSTOMIA SIMULTANEA SOD",,,,,"0","0","0","0",,,"0"
"486400","RESECCION POSTERIOR DE RECTO SOD",,,,,"0","0","0","0",,,"0"
"486500","RESECCION DE MU?ON RECTAL POST- DUHAMEL SOD",,,,,"0","0","0","0",,,"0"
"486700","RESECCION DE TUMOR RECTAL, VIA TRANS-ANAL SOD",,,,,"0","0","0","0",,,"0"
"486800","RESECCION RECTO CON RECONSTRUCCION TIPO PULL-THROUGH SOD",,,,,"0","0","0","0",,,"0"
"487100","SUTURA DE LACERACION DE RECTO (PROCTORRAFIA) SOD",,,,,"0","0","0","0",,,"0"
"487200","CIERRE DE PROCTOSTOMIA SOD",,,,,"0","0","0","0",,,"0"
"487301","FISTULECTOMIA RECTO-VAGINAL CON COLOSTOMIA",,,,,"0","0","0","0",,,"0"
"487302","FISTULECTOMIA RECTO-VESICAL CON COLOSTOMIA",,,,,"0","0","0","0",,,"0"
"487303","FISTULECTOMIA RECTO-URETRAL CON COLOSTOMIA",,,,,"0","0","0","0",,,"0"
"487400","RECTORECTOSTOMIA SOD",,,,,"0","0","0","0",,,"0"
"487500","PROCTOPEXIA ABDOMINAL SOD",,,,,"0","0","0","0",,,"0"
"487601","PROCTOSIGMOIDOPEXIA",,,,,"0","0","0","0",,,"0"
"487602","CORRECCION DE PROLAPSO POR RESECCION DE PROCIDENCIA RECTAL CON ANASTOMOSIS, VIA PERINEAL",,,,,"0","0","0","0",,,"0"
"487701","DESCENSO RECTAL VIA SAGITAL POSTERIOR",,,,,"0","0","0","0",,,"0"
"487702","DESCENSO RECTAL VIA ANTERIOR Y POSTERIOR",,,,,"0","0","0","0",,,"0"
"487703","DESCENSO RECTAL ABDOMINOPERINEAL POR AGANGLIOSIS",,,,,"0","0","0","0",,,"0"
"487901","REPARACION DE LESION OBSTETRICA ANTIGUA DE RECTO",,,,,"0","0","0","0",,,"0"
"487902","REPARACION DE RECTO PROLAPSADO POR INFILTRACION PERIRRECTAL",,,,,"0","0","0","0",,,"0"
"487903","CORRECCION DE ATRESIA RECTAL, VIA SAGITAL POSTERIOR",,,,,"0","0","0","0",,,"0"
"487904","CORRECCION DE LA ESTENOSIS RECTAL VIA SAGITAL POSTERIOR",,,,,"0","0","0","0",,,"0"
"487905","REPARACION DE LA ESTENOSIS RECTAL CON RESECCION DE ANILLO RECTAL",,,,,"0","0","0","0",,,"0"
"488101","DRENAJE DE COLECCION RECTAL",,,,,"0","0","0","0",,,"0"
"488102","DRENAJE DE COLECCION PERIRRECTAL, RETRORECTAL O PELVICA",,,,,"0","0","0","0",,,"0"
"489100","INCISION DE ESTENOSIS RECTAL SOD",,,,,"0","0","0","0",,,"0"
"489200","MIOMECTOMIA ANO-RECTAL SOD",,,,,"0","0","0","0",,,"0"
"489300","REPARACION DE FISTULA PERIRRECTAL SOD",,,,,"0","0","0","0",,,"0"
"489400","DILATACION INSTRUMENTAL ENDOSCOPICA DE RECTO SOD",,,,,"0","0","0","0",,,"0"
"490100","DRENAJE DE COLECCION ISQUIORRECTAL SOD",,,,,"0","0","0","0",,,"0"
"490200","DRENAJE DE COLECCION PERIANAL SOD",,,,,"0","0","0","0",,,"0"
"490400","ESCISION DE LESION O TEJIDO PERIANAL SOD",,,,,"0","0","0","0",,,"0"
"490700","RESECCION DE FISURA ANAL (FISURECTOMIA) SOD",,,,,"0","0","0","0",,,"0"
"491100","FISTULOTOMIA ANAL SOD",,,,,"0","0","0","0",,,"0"
"491200","FISTULECTOMIA ANAL Y/O PERIANAL SOD",,,,,"0","0","0","0",,,"0"
"492100","ANOSCOPIA SOD",,,,,"0","0","0","0",,,"0"
"492200","BIOPSIA DE TEJIDO PERIANAL SOD",,,,,"0","0","0","0",,,"0"
"492300","BIOPSIA DE ANO SOD",,,,,"0","0","0","0",,,"0"
"493100","ABLACION DE LESION DE ANO POR DIATERMIA, CRIO O ELECTRO-COAGULACION SOD",,,,,"0","0","0","0",,,"0"
"493400","RESECCION DE LESION DE ANO POR FULGURACION ENDOSCOPICA SOD",,,,,"0","0","0","0",,,"0"
"494200","INYECCION (ESCLEROSIS) EN HEMORROIDES SOD",,,,,"0","0","0","0",,,"0"
"494300","CAUTERIZACION DE HEMORROIDES SOD",,,,,"0","0","0","0",,,"0"
"494400","ABLACION DE HEMORROIDES POR CRIOTERAPIA SOD",,,,,"0","0","0","0",,,"0"
"494500","LIGADURA DE HEMORROIDES SOD",,,,,"0","0","0","0",,,"0"
"494600","ESCISION DE HEMORROIDES SOD",,,,,"0","0","0","0",,,"0"
"494601","ESCISION DE HEMORROIDES INTERNAS",,,,,"0","0","0","0",,,"0"
"494602","ESCISION DE HEMORROIDES EXTERNAS",,,,,"0","0","0","0",,,"0"
"494700","EVACUACION DE HEMORROIDES TROMBOSADAS SOD",,,,,"0","0","0","0",,,"0"
"495100","ESFINTEROTOMIA ANAL LATERAL SOD",,,,,"0","0","0","0",,,"0"
"495200","ESFINTEROTOMIA ANAL POSTERIOR SOD",,,,,"0","0","0","0",,,"0"
"495300","ESFINTEROTOMIA ANAL CON COLOSTOMIA SOD",,,,,"0","0","0","0",,,"0"
"497100","SUTURA DE LACERACION O DESGARRO DE ANO SOD",,,,,"0","0","0","0",,,"0"
"497110","REPARACION DE LACERACIONES O DESGARROS NO OBSTETRICOS QUE INVOLUCRAN RECTO Y ESFINTER ANAL (GRADO III)",,,,,"0","0","0","0",,,"0"
"497200","IMPLANTACION DE UN ANILLO EN LA CIRCUNFERENCIA ANAL (CERCLAJE) SOD",,,,,"0","0","0","0",,,"0"
"497301","FISTULECTOMIA ANO-VESTIBULAR",,,,,"0","0","0","0",,,"0"
"497302","FISTULECTOMIA ANO-PERINEAL",,,,,"0","0","0","0",,,"0"
"497303","FISTULECTOMIA ANO-VAGINAL",,,,,"0","0","0","0",,,"0"
"497400","TRANSPOSICION DEL MUSCULO RECTO INTERNO PARA INCONTINENCIA ANAL SOD",,,,,"0","0","0","0",,,"0"
"497401","TRANSPOSICION DEL MUSCULO RECTO INTERNO PARA INCO NTINENCIA ANAL, VIA SAGITAL POSTERIOR",,,,,"0","0","0","0",,,"0"
"497500","PLASTIA DE ANO SOD",,,,,"0","0","0","0",,,"0"
"497501","CONSTRUCCION DE ANO, POR AGENESIA CONGENITA",,,,,"0","0","0","0",,,"0"
"497502","RECONSTRUCCION DE ANO, POR ATRESIA ANAL",,,,,"0","0","0","0",,,"0"
"497503","ESFINTEROPLASTIA ANAL",,,,,"0","0","0","0",,,"0"
"497504","ANOPLASTIA POR ESTENOSIS",,,,,"0","0","0","0",,,"0"
"497505","CORRECCION DE ANO IMPERFORADO Y FISTULA RECTO-VAGINAL",,,,,"0","0","0","0",,,"0"
"497506","CORRECCION DE ANO IMPERFORADO Y FISTULA RECTO-VESICAL, VIA SAGITAL POSTERIOR",,,,,"0","0","0","0",,,"0"
"497507","CORRECCION DE ANO IMPERFORADO Y FISTULA RECTO-VESICAL, VIA COMBINADA",,,,,"0","0","0","0",,,"0"
"497508","CORRECCION DE ANO IMPERFORADO Y FISTULA RECTO-URETRAL",,,,,"0","0","0","0",,,"0"
"499100","INCISION DE TABIQUE ANAL SOD",,,,,"0","0","0","0",,,"0"
"499400","REDUCCION DE PROLAPSO ANAL SOD",,,,,"0","0","0","0",,,"0"
"499500","CONTROL DE HEMORRAGIA (POSOPERATORIA) DE ANO SOD",,,,,"0","0","0","0",,,"0"
"499600","RETIRO DE MATERIAL DE CERCLAJE SOD",,,,,"0","0","0","0",,,"0"
"500100","EXTRACCION DE CUERPO EXTRA?O INTRAHEPATICO POR INCISION SOD",,,,,"0","0","0","0",,,"0"
"501100","BIOPSIA CERRADA PERCU TANEA [AGUJA] DE HIGADO SOD",,,,,"0","0","0","0",,,"0"
"501200","BIOPSIA ABIERTA DE HIGADO SOD",,,,,"0","0","0","0",,,"0"
"501300","BIOPSIA DE HIGADO POR LAPAROSCOPIA SOD",,,,,"0","0","0","0",,,"0"
"502101","DRENAJE Y/O MARSUPIALIZACION DE LESION HEPATICA POR LAPAROTOMIA",,,,,"0","0","0","0",,,"0"
"502102","DRENAJE DE LESION HEPATICA VIA PERCUTANEA ",,,,,"0","0","0","0",,,"0"
"502103","DRENAJE DE LESION HEPATICA POR LAPAROSCOPIA",,,,,"0","0","0","0",,,"0"
"502201","RESECCION EN CU?A DE HIGADO",,,,,"0","0","0","0",,,"0"
"502202","HEPATECTOMIA DE DOS SEGMENTOS",,,,,"0","0","0","0",,,"0"
"502203","HEPATECTOMIA DERECHA O IZQUIERDA",,,,,"0","0","0","0",,,"0"
"502204","HEPATECTOMIA TRISEGMENTARIA",,,,,"0","0","0","0",,,"0"
"502205","HEPATECTOMIA PARCIAL SEGMENTARIA DE DONANTE",,,,,"0","0","0","0",,,"0"
"502402","ENUCLEACION DE LESION HEPATICA",,,,,"0","0","0","0",,,"0"
"503100","LOBECTOMIA HEPATICA SOD",,,,,"0","0","0","0",,,"0"
"503110","LOBECTOMIA HEPATICA DERECHA O IZQUIERDA DE DONANTE",,,,,"0","0","0","0",,,"0"
"503190","OTRAS LOBECTOMIAS HEPATICAS - INCLUYE: LOBECTOMIA HEPATICA TOTAL DERECHA O IZQUIERDA CON EXTRIPACION PARCIAL DE OTRO LOBULO",,,,,"0","0","0","0",,,"0"
"504000","HEPATECTOMIA TOTAL (OBTENCION DE ORGANO) SIN ?CIRUGIA DE BANCO SOD",,,,,"0","0","0","0",,,"0"
"504100","HEPATECTOMIA TOTAL (OBTENCION DE ORGANO) CON CIRUGIA DE BANCO SOD",,,,,"0","0","0","0",,,"0"
"504101","HEPATECTOMIA TOTAL (OB TENCION DE ORGANO) CON CIRUGIA DE BANCO REDUCCION ANATOMICA",,,,,"0","0","0","0",,,"0"
"504102","HEPATECTOMIA TOTAL (OB TENCION DE ORGANO) CON CIRUGIA DE BANCO DIVISION ANATOMICA",,,,,"0","0","0","0",,,"0"
"505100","TRASPLANTE AUXILIAR (HETEROTOPICO) DE HIGADO SIN CIRUGIA DE BANCO SOD",,,,,"0","0","0","0",,,"0"
"505200","TRASPLANTE AUXILIAR [HETEROTOPICO] DE HIGADO CON CIRUGIA DE BANCO SOD",,,,,"0","0","0","0",,,"0"
"505201","TRASPLANTE AUXILIAR [HETEROTOPICO] DE HIGADO CON CIRUGIA DE BANCO REDUCCION ANATOMICA",,,,,"0","0","0","0",,,"0"
"505202","TRASPLANTE AUXILIAR [HETEROTOPICO] DE HIGADO CON CIRUGIA DE BANCO DIVISION ANATOMICA",,,,,"0","0","0","0",,,"0"
"505300","TRASPLANTE ORTOTOPICO DE HIGADO SIN CIRUGIA DE BANCO SOD",,,,,"0","0","0","0",,,"0"
"505400","TRASPLANTE ORTOTOPICO DE HIGADO CON CIRUGIA DE BANCO SOD",,,,,"0","0","0","0",,,"0"
"505401","TRASPLANTE ORTOTOPICO DE HIGADO CON CIRUGIA DE BANCO REDUCCION ANATOMICA",,,,,"0","0","0","0",,,"0"
"505402","TRASPLANTE ORTOTOPICO DE HIGADO CON CIRUGIA DE BANCO DIVISION ANATOMICA",,,,,"0","0","0","0",,,"0"
"505900","OTRO TRASPLANTE DE HIGADO SOD",,,,,"0","0","0","0",,,"0"
"506101","HEPATORRAFIA SIMPLE",,,,,"0","0","0","0",,,"0"
"506102","HEPATORRAFIA MULTIPLE CON DESBRIDAMIENTO Y HEMOSTASIS",,,,,"0","0","0","0",,,"0"
"509100","ASPIRACION PERCUTANEA DE HIGADO SOD","CON APOYO DE ECOGRAFIA O TOMOGRAFIA AXIAL COMPTARIZADA",,,,"0","0","0","0",,,"0"
"509300","PERFUSION LOCALIZADA DE HIGADO SOD",,,,,"0","0","0","0",,,"0"
"509400","INYECCION DE SUSTANCIA TERAPEUTICA EN HIGADO SOD INTRAHEPA",,,,,"0","0","0","0",,,"0"
"510000","COLECISTOTOMIA Y COLECISTOSTOMIA CON EXTRACCION DE CALCULOS SOD",,,,,"0","0","0","0",,,"0"
"510100","HEPATICOTOMIA O HEPATICOSTOMIA CON DRENAJE O EXTRACCION DE CALCULOS SOD",,,,,"0","0","0","0",,,"0"
"510300","DRENAJE BILIAR PERCUTANEO [ENDOSCOPICO] Y COLOCACION DE PROTESIS SOD",,,,,"0","0","0","0",,,"0"
"510400","COLECISTOSTOMIA PERCUTANEA SOD",,,,,"0","0","0","0",,,"0"
"510500","DRENAJE DE QUISTE DEL COLEDOCO SOD",,,,,"0","0","0","0",,,"0"
"51100","BIOPSIA DE NERVIO O GANGLIO SIMPATICO SOD",,,,,"0","0","0","0",,,"0"
"511000","COLANGIO-PANCREATOGRAFIA RETROGRADA ENDOSCOPICA (CPRE) SOD",,,,,"0","0","0","0",,,"0"
"511100","COLANGIOGRAFIA ENDOSCOPICA RETROGRADA (TRANSDUODENAL) SOD",,,,,"0","0","0","0",,,"0"
"511101","COLANGIOGRAFIA POR LAPAROSCOPIA",,,,,"0","0","0","0",,,"0"
"511200","BIOPSIA PERCUTANEA [AGUJA] DE VESICULA BILIAR O VIAS BILIARES SOD",,,,,"0","0","0","0",,,"0"
"511300","BIOPSIA ABIERTA DE VESICULA BILIAR O VIAS BILIARES SOD",,,,,"0","0","0","0",,,"0"
"511400","OTRA BIOPSIA CERRADA [ENDOSCOPICA] DE TRACTO BILIAR O ESFINTER DE ODDI SOD",,,,,"0","0","0","0",,,"0"
"512101","COLECISTECTOMIA POR LAPAROTOMIA",,,,,"0","0","0","0",,,"0"
