"cie_code","cie_name","cie_sex","cie_limi","cie_limf","cie_mortality"
"F131","TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE SEDANTES O HIPNOTICOS: USO NOCIVO","A","205","599","44"
"F132","TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE SEDANTES O HIPNOTICOS: SINDROME DE DEPENDENCIA","A","210","599","44"
"F133","TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE SEDANTES O HIPNOTICOS: ESTADO DE ABSTINENCIA","A","210","599","44"
"F134","TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE SEDANTES O HIPNOTICOS: ESTADO DE ABSTINENCIA CON DELIRIO","A","210","599","44"
"F135","TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE SEDANTES O HIPNOTICOS: TRASTORNO PSICOTICO","A","210","599","44"
"F136","TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE SEDANTES O HIPNOTICOS: SINDROME AMNESICO","A","210","599","44"
"F137","TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE SEDANTES O HIPNOTICOS: TRASTORNO PSICOTICO RESIDUAL Y DE COMIENZO TARDIO","A","210","599","44"
"F138","TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE SEDANTES O HIPNOTICOS: OTROS TRASTORNOS MENTALES Y DEL COMPORTAMIENTO","A","210","599","44"
"F139","TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE SEDANTES O HIPNOTICOS: TRASTORNO MENTAL Y DEL COMPORTAMIENTO, NO ESPECIFICADO","A","210","599","44"
"F140","TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE COCAINA: INTOXICACION AGUDA","A","210","599","44"
"F141","TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE COCAINA: USO NOCIVO","A","210","599","44"
"F142","TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE COCAINA: SINDROME DE DEPENDENCIA","A","210","599","44"
"F143","TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE COCAINA: ESTADO DE ABSTINENCIA","A","210","599","44"
"F144","TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE COCAINA: ESTADO DE ABSTINENCIA CON DELIRIO","A","210","599","44"
"F145","TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE COCAINA: TRASTORNO PSICOTICO","A","210","599","44"
"F146","TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE COCAINA: SINDROME AMNESICO","A","210","599","44"
"F147","TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE COCAINA: TRASTORNO PSICOTICO RESIDUAL Y DE COMIENZO TARDIO","A","210","599","44"
"F148","TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE COCAINA: OTROS TRASTORNOS MENTALES Y DEL COMPORTAMIENTO","A","210","599","44"
"F149","TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE COCAINA: TRASTORNO MENTAL Y DEL COMPORTAMIENTO, NO ESPECIFICADO","A","210","599","44"
"F150","TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE OTROS ESTIMULANTES, INCLUIDA LA CAFEINA: INTOXICACION AGUDA","A","210","599","44"
"F151","TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE OTROS ESTIMULANTES, INCLUIDA LA CAFEINA: USO NOCIVO","A","210","599","44"
"F152","TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE OTROS ESTIMULANTES, INCLUIDA LA CAFEINA: SINDROME DE DEPENDENCIA","A","210","599","44"
"F153","TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE OTROS ESTIMULANTES, INCLUIDA LA CAFEINA: ESTADO DE ABSTINENCIA","A","405","599","44"
"F154","TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE OTROS ESTIMULANTES, INCLUIDA LA CAFEINA:. ESTADO DE ABSTINENCIA CON DELIRIO","A","210","599","44"
"F155","TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE OTROS ESTIMULANTES, INCLUIDA LA CAFEINA: TRASTORNO PSICOTICO","A","210","599","44"
"F156","TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE OTROS ESTIMULANTES, INCLUIDA LA CAFEINA: SINDROME AMNESICO","A","210","599","44"
"F157","TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE OTROS ESTIMULANTES, INCLUIDA LA CAFEINA: TRASTORNO PSICOTICO RESIDUAL Y DE COMIENZO TARDIO","A","210","599","44"
"F158","TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE OTROS ESTIMULANTES, INCLUIDA LA CAFEINA: OTROS TRASTORNOS MENTALES Y DEL COMPORTAMIENTO","A","210","599","44"
"F159","TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE OTROS ESTIMULANTES, INCLUIDA LA CAFEINA: TRASTORNO MENTAL Y DEL COMPORTAMIENTO, NO ESPECIFICADO","A","210","599","44"
"F160","TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE ALUCINOGENOS: INTOXICACION AGUDA","A","205","599","44"
"F161","TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE ALUCINOGENOS: USO NOCIVO","A","210","599","44"
"F162","TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE ALUCINOGENOS: SINDROME DE DEPENDENCIA","A","210","599","44"
"F163","TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE ALUCINOGENOS: ESTADO DE ABSTINENCIA","A","405","599","44"
"F164","TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE ALUCINOGENOS: ESTADO DE ABSTINENCIA CON DELIRIO","A","210","599","44"
"F165","TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE ALUCINOGENOS: TRASTORNO PSICOTICO","A","210","599","44"
"F166","TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE ALUCINOGENOS: SINDROME AMNESICO","A","210","599","44"
"F167","TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE ALUCINOGENOS: TRASTORNO PSICOTICO RESIDUAL Y DE COMIENZO TARDIO","A","210","599","44"
"F168","TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE ALUCINOGENOS: OTROS TRASTORNOS MENTALES Y DEL COMPORTAMIENTO","A","210","599","44"
"F169","TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE ALUCINOGENOS: TRASTORNO MENTAL Y DEL COMPORTAMIENTO, NO ESPECIFICADO","A","210","599","44"
"F170","TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE TABACO: INTOXICACION AGUDA","A","205","599","44"
"F171","TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE TABACO: USO NOCIVO","A","210","599","44"
"F172","TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE TABACO: SINDROME DE DEPENDENCIA","A","210","599","44"
"F173","TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE TABACO: ESTADO DE ABSTINENCIA","A","405","599","44"
"F174","TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE TABACO: ESTADO DE ABSTINENCIA CON DELIRIO","A","210","599","44"
"F175","TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE TABACO: TRASTORNO PSICOTICO","A","210","599","44"
"F176","TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE TABACO: SINDROME AMNESICO","A","210","599","44"
"F177","TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE TABACO: TRASTORNO PSICOTICO RESIDUAL Y DE COMIENZO TARDIO","A","210","599","44"
"F178","TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE TABACO: OTROS TRASTORNOS MENTALES Y DEL COMPORTAMIENTO","A","210","599","44"
"F179","TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE TABACO: TRASTORNO MENTAL Y DEL COMPORTAMIENTO, NO ESPECIFICADO","A","210","599","44"
"F180","TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE DISOLVENTES VOLATILES: INTOXICACION AGUDA","A","210","599","44"
"F181","TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE DISOLVENTES VOLATILES: USO NOCIVO","A","210","599","44"
"F182","TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE DISOLVENTES VOLATILES: SINDROME DE DEPENDENCIA","A","210","599","44"
"F183","TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE DISOLVENTES VOLATILES: ESTADO DE ABSTINENCIA","A","405","599","44"
"F184","TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE DISOLVENTES VOLATILES: ESTADO DE ABSTINENCIA CON DELIRIO","A","210","599","44"
"F185","TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE DISOLVENTES VOLATILES: TRASTORNO PSICOTICO","A","210","599","44"
"F186","TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE DISOLVENTES VOLATILES: SINDROME AMNESICO","A","210","599","44"
"F187","TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE DISOLVENTES VOLATILES: TRASTORNO PSICOTICO RESIDUAL Y DE COMIENZO TARDIO","A","210","599","44"
"F188","TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE DISOLVENTES VOLATILES: OTROS TRASTORNOS MENTALES Y DEL COMPORTAMIENTO","A","210","599","44"
"F189","TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE DISOLVENTES VOLATILES: TRASTORNO MENTAL Y DEL COMPORTAMIENTO, NO ESPECIFICADO","A","210","599","44"
"F190","TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE MULTIPLES DROGAS Y AL USO DE OTRAS SUSTANCIAS PSICOACTIVAS: INTOXICACION AGUDA","A","210","599","44"
"F191","TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE MULTIPLES DROGAS Y AL USO DE OTRAS SUSTANCIAS PSICOACTIVAS: USO NOCIVO","A","210","599","44"
"F192","TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE MULTIPLES DROGAS Y AL USO DE OTRAS SUSTANCIAS PSICOACTIVAS: SINDROME DE DEPENDENCIA","A","210","599","44"
"F193","TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE MULTIPLES DROGAS Y AL USO DE OTRAS SUSTANCIAS PSICOACTIVAS: ESTADO DE ABSTINENCIA","A","405","599","44"
"F194","TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE MULTIPLES DROGAS Y AL USO DE OTRAS SUSTANCIAS PSICOACTIVAS: ESTADO DE ABSTINENCIA CON DELIRIO","A","210","599","44"
"F195","TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE MULTIPLES DROGAS Y AL USO DE OTRAS SUSTANCIAS PSICOACTIVAS: TRASTORNO PSICOTICO","A","210","599","44"
"F196","TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE MULTIPLES DROGAS Y AL USO DE OTRAS SUSTANCIAS PSICOACTIVAS: SINDROME AMNESICO","A","210","599","44"
"F197","TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE MULTIPLES DROGAS Y AL USO DE OTRAS SUSTANCIAS PSICOACTIVAS: TRASTORNO PSICOTICO RESIDUAL Y DE COMIENZO TARDIO","A","210","599","44"
"F198","TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE MULTIPLES DROGAS Y AL USO DE OTRAS SUSTANCIAS PSICOACTIVAS: OTROS TRASTORNOS MENTALES Y DEL COMPORTAMIENTO","A","210","599","44"
"F199","TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE MULTIPLES DROGAS Y AL USO DE OTRAS SUSTANCIAS PSICOACTIVAS: TRASTORNO MENTAL Y DEL COMPORTAMIENTO, NO ESPECIFICADO","A","210","599","44"
"F200","ESQUIZOFRENIA PARANOIDE","A","210","599","44"
"F201","ESQUIZOFRENIA HEBEFRENICA","A","210","599","44"
"F202","ESQUIZOFRENIA CATATONICA","A","210","599","44"
"F203","ESQUIZOFRENIA INDIFERENCIADA","A","210","599","44"
"F204","DEPRESION POSTESQUIZOFRENICA","A","210","599","44"
"F205","ESQUIZOFRENIA RESIDUAL","A","210","599","44"
"F206","ESQUIZOFRENIA SIMPLE","A","210","599","44"
"F208","OTRAS ESQUIZOFRENIAS","A","210","599","44"
"F209","ESQUIZOFRENIA, NO ESPECIFICADA","A","210","599","44"
"F21X","TRASTORNO ESQUIZOTIPICO","A","210","599","44"
"F220","TRASTORNO DELIRANTE","A","0","0","44"
"F228","OTROS TRASTORNOS DELIRANTES PERSISTENTES","A","0","0","44"
"F229","TRASTORNO DELIRANTE PERSISTENTE, NO ESPECIFICADO","A","0","0","44"
"F230","TRASTORNO PSICOTICO AGUDO POLIMORFO, SIN SINTOMAS DE ESQUIZOFRENIA","A","0","0","44"
"F231","TRASTORNO PSICOTICO AGUDO POLIMORFO, CON SINTOMAS DE ESQUIZOFRENIA","A","0","0","44"
"F232","TRASTORNO PSICOTICO AGUDO DE TIPO ESQUIZOFRENICO","A","0","0","44"
"F233","OTRO TRASTORNO PSICOTICO AGUDO, CON PREDOMINIO DE IDEAS DELIRANTES","A","0","0","44"
"F238","OTROS TRASTORNOS PSICOTICOS AGUDOS Y TRANSITORIOS","A","0","0","44"
"F239","TRASTORNO PSICOTICO AGUDO Y TRANSITORIO, NO ESPECIFICADO DE TIPO ESQUIZOFRENICO","A","0","0","44"
"F24X","TRASTORNO DELIRANTE INDUCIDO","A","210","599","44"
"F250","TRASTORNO ESQUIZOAFECTIVO DE TIPO MANIACO","A","0","0","44"
"F251","TRASTORNO ESQUIZOAFECTIVO DE TIPO DEPRESIVO","A","0","0","44"
"F252","TRASTORNO ESQUIZOAFECTIVO DE TIPO MIXTO","A","0","0","44"
"F258","OTROS TRASTORNOS ESQUIZOAFECTIVOS","A","0","0","44"
"F259","TRASTORNO ESQUIZOAFECTIVO, NO ESPECIFICADO","A","0","0","44"
"F28X","OTROS TRASTORNOS PSICOTICOS DE ORIGEN NO ORGANICO","A","0","0","44"
"F29X","PSICOSIS DE ORIGEN NO ORGANICO, NO ESPECIFICADA","A","0","0","44"
"F300","HPOMANIA","A","0","0","44"
"F301","MANIA SIN SINTOMAS PSICOTICOS","A","0","0","44"
"F302","MANIA CON SINTOMAS PSICOTICOS","A","415","599","44"
"F308","OTROS EPISODIOS MANIACOS","A","0","0","44"
"F309","EPISODIO MANIACO, NO ESPECIFICADO","A","0","0","44"
"F310","TRASTORNO AFECTIVO BIPOLAR, EPISODIO HIPOMANIACO PRESENTE","A","0","0","44"
"F311","TRASTORNO AFECTIVO BIPOLAR, EPISODIO MANIACO PRESENTE SIN SINTOMAS PSICOTICOS","A","0","0","44"
"F312","TRASTORNO AFECTIVO BIPOLAR, EPISODIO MANIACO PRESENTE CON SINTOMAS PSICOTICOS","A","0","0","44"
"F313","TRASTORNO AFECTIVO BIPOLAR, EPISODIO DEPRESIVO PRESENTE LEVE O MODERADO","A","0","0","44"
"F314","TRASTORNO AFECTIVO BIPOLAR, EPISODIO DEPRESIVO GRAVE PRESENTE SIN SINTOMAS PSICOTICOS","A","0","0","44"
"F315","TRASTORNO AFECTIVO BIPOLAR, EPISODIO DEPRESIVO GRAVE PRESENTE CON SINTOMAS PSICOTICOS","A","0","0","44"
"F316","TRASTORNO AFECTIVO BIPOLAR, EPISODIO MIXTO PRESENTE","A","0","0","44"
"F317","TRASTORNO AFECTIVO BIPOLAR, ACTUALMENTE EN REMISION","A","0","0","44"
"F318","OTROS TRASTORNOS AFECTIVOS BIPOLARES","A","0","0","44"
"F319","TRASTORNO AFECTIVO BIPOLAR, NO ESPECIFICADO","A","0","0","44"
"F320","EPISODIO DEPRESIVO LEVE","A","0","0","44"
"F321","EPISODIO DEPRESIVO MODERADO","A","0","0","44"
"F322","EPISODIO DEPRESIVO GRAVE SIN SINTOMAS PSICOTICOS","A","0","0","44"
"F323","EPISODIO DEPRESIVO GRAVE CON SINTOMAS PSICOTICOS","A","0","0","44"
"F328","OTROS EPISODIOS DEPRESIVOS","A","0","0","44"
"F329","EPISODIO DEPRESIVO, NO ESPECIFICADO","A","0","0","44"
"F330","TRASTORNO DEPRESIVO RECURRENTE, EPISODIO LEVE PRESENTE","A","0","0","44"
"F331","TRASTORNO DEPRESIVO RECURRENTE, EPISODIO MODERADO PRESENTE","A","0","0","44"
"F332","TRASTORNO DEPRESIVO RECURRENTE, EPISODIO DEPRESIVO GRAVE PRESENTE SIN SINTOMAS PSICOTICOS","A","0","0","44"
"F333","TRASTORNO DEPRESIVO RECURRENTE, EPISODIO DEPRESIVO GRAVE PRESENTE, CON SINTOMAS PSICOTICOS","A","0","0","44"
"F334","TRASTORNO DEPRESIVO RECURRENTE ACTUALMENTE EN REMISION","A","0","0","44"
"F338","OTROS TRASTORNOS DEPRESIVOS RECURRENTES","A","0","0","44"
"F339","TRASTORNO DEPRESIVO RECURRENTE, NO ESPECIFICADO","A","0","0","44"
"F340","CICLOTIMIA","A","0","0","44"
"F341","DISTIMIA","A","0","0","44"
"F348","OTROS TRASTORNOS DEL HUMOR [AFECTIVOS] PERSISTENTES","A","0","0","44"
"F349","TRASTORNO PERSISTENTE DEL HUMOR [AFECTIVO], NO ESPECIFICADO","A","0","0","44"
"F380","OTROS TRASTORNOS DEL HUMOR [AFECTIVOS], AISLADOS","A","0","0","44"
"F381","OTROS TRASTORNOS DEL HUMOR [AFECTIVOS], RECURRENTES","A","0","0","44"
"F388","OTROS TRASTORNOS DEL HUMOR [AFECTIVOS], ESPECIFICADOS","A","0","0","44"
"F39X","TRASTORNO DEL HUMOR [AFECTIVO], NO ESPECIFICADO","A","0","0","44"
"F400","AGORAFOBIA","A","0","0","44"
"F401","FOBIAS SOCIALES","A","0","0","44"
"F402","FOBIAS ESPECIFICADAS [AISLADAS]","A","0","0","44"
"F408","OTROS TRASTORNOS FOBICOS DE ANSIEDAD","A","0","0","44"
"F409","TRASTORNO FOBICO DE ANSIEDAD, NO ESPECIFICADO","A","0","0","44"
"F410","TRASTORNO DE PANICO [ANSIEDAD PAROXISTICA EPISODICA]","A","0","0","44"
"F411","TRASTORNO DE ANSIEDAD GENERALIZADA","A","0","0","44"
"F412","TRASTORNO MIXTO DE ANSIEDAD Y DEPRESION","A","0","0","44"
"F413","OTROS TRASTORNOS DE ANSIEDAD MIXTOS","A","0","0","44"
"F418","OTROS TRASTORNOS DE ANSIEDAD ESPECIFICADOS","A","0","0","44"
"F419","TRASTORNO DE ANSIEDAD , NO ESPECIFICADO","A","0","0","44"
"F420","PREDOMINIO DE PENSAMIENTOS O RUMIACIONES OBSESIVAS","A","405","599","44"
"F421","PREDOMINIO DE ACTOS COMPULSIVOS [RITUALES OBSESIVOS]","A","405","599","44"
"F422","ACTOS E IDEAS OBSESIVAS MIXTOS","A","405","599","44"
"F428","OTROS TRASTORNOS OBSESIVO-COMPULSIVOS","A","0","0","44"
"F429","TRASTORNO OBSESIVO-COMPULSIVO, NO ESPECIFICADO","A","0","0","44"
"F430","REACCION AL ESTR?S AGUDO","A","0","0","44"
"F431","TRASTORNO DE ESTR?S POSTRAUMATICO","A","0","0","44"
"F432","TRASTORNOS DE ADAPTACION","A","0","0","44"
"F438","OTRAS REACCIONES AL ESTR?S GRAVE","A","0","0","44"
"F439","REACCION AL ESTR?S GRAVE, NO ESPECIFICADA","A","0","0","44"
"F440","AMNESIA DISOCIATIVA","A","0","0","44"
"F441","FUGA DISOCIATIVA","A","0","0","44"
"F442","ESTUPOR DISOCIATIVO","A","0","0","44"
"F443","TRASTORNOS DE TRANCE Y DE POSESION","A","0","0","44"
"F444","TRASTORNOS DISOCIATIVOS DEL MOVIMIENTO","A","0","0","44"
"F445","CONVULSIONES DISOCIATIVAS","A","0","0","44"
"F446","ANESTESIA DISOCIATIVA Y PERDIDA SENSORIAL","A","0","0","44"
"F447","TRASTORNOS DISOCIATIVOS MIXTOS [Y DE CONVERSION]","A","0","0","44"
"F448","OTROS TRASTORNOS DISOCIATIVOS [DE CONVERSION]","A","0","0","44"
"F449","TRASTORNO DISOCIATIVO [DE CONVERSION], NO ESPECIFICADO","A","0","0","44"
"F450","TRASTORNO DE SOMATIZACION","A","0","0","44"
"F451","TRASTORNO SOMATOMORFO INDIFERENCIADO","A","0","0","44"
"F452","TRASTORNO HIPOCONDRIACO","A","0","0","44"
"F453","DISFUNCION AUTONOMICA SOMATOMORFA","A","0","0","44"
"F454","TRASTORNO DE DOLOR PERSISTENTE SOMATOMORFO","A","0","0","44"
"F458","OTROS TRASTORNOS SOMATOMORFOS","A","0","0","44"
"F459","TRASTORNO SOMATOMORFO, NO ESPECIFICADO","A","0","0","44"
"F480","NEURASTENIA","A","405","599","44"
"F481","SINDROME DE DESPERSONALIZACION Y DESVINCULACION DE LA REALIDAD","A","405","599","44"
"F488","OTROS TRASTORNOS NEUROTICOS ESPECIFICADOS","A","405","599","44"
"F489","TRASTORNO NEUROTICO, NO ESPECIFICADO","A","405","599","44"
"F500","ANOREXIA NERVIOSA","A","405","599","44"
"F501","ANOREXIA NERVIOSA ATIPICA","A","405","599","44"
"F502","BULIMIA NERVIOSA","A","405","599","44"
"F503","BULIMIA NERVIOSA ATIPICA","A","405","599","44"
"F504","HIPERFAGIA ASOCIADA CON OTRAS ALTERACIONES PSICOLOGICAS","A","405","599","44"
"F505","VOMITOS ASOCIADOS CON OTRAS ALTERACIONES PSICOLOGICAS","A","405","599","44"
"F508","OTROS TRASTORNOS DE LA INGESTION DE ALIMENTOS","A","405","599","44"
"F509","TRASTORNO DE LA INGESTION DE ALIMENTOS, NO ESPECIFICADO","A","405","599","44"
"F510","INSOMNIO NO ORGANICO","A","0","0","44"
"F511","HIPERSOMNIO NO ORGANICO","A","0","0","44"
"F512","TRASTORNO NO ORGANICO DEL CICLO SUE?O-VIGILIA","A","0","0","44"
"F513","SONAMBULISMO","A","0","0","44"
"F514","TERRORES DEL SUE?O [TERRORES NOCTURNOS]","A","0","0","44"
"F515","PESADILLAS","A","0","0","44"
"F518","OTROS TRASTORNOS NO ORGANICOS DEL SUE?O","A","0","0","44"
"F519","TRASTORNO NO ORGANICO DEL SUE?O, NO ESPECIFICADO","A","0","0","44"
"F520","FALTA O PERDIDA DEL DESEO SEXUAL","A","412","599","44"
"F521","AVERSION AL SEXO Y FALTA DE GOCE SEXUAL","A","412","599","44"
"F522","FALLA DE LA RESPUESTA GENITAL","A","412","599","44"
"F523","DISFUNCION ORGASMICA","A","412","599","44"
"F524","EYACULACION PRECOZ","M","415","599","44"
"F525","VAGINISMO NO ORGANICO","F","410","599","44"
"F526","DISPAREUNIA NO ORGANICA","A","412","599","44"
"F527","IMPULSO SEXUAL EXCESIVO","A","412","599","44"
"F528","OTRAS DISFUNCIONES SEXUALES, NO OCASIONADAS POR TRASTORNO NI POR ENFERMEDAD ORGANICOS","A","412","599","44"
"F529","DISFUNCION SEXUAL, NO OCASIONADA POR TRASTORNO NI POR ENFERMEDAD ORGANICOS, NO ESPECIFICADA","A","412","599","44"
"F530","TRASTORNOS MENTALES Y DEL COMPORTAMIENTO LEVES, ASOCIADOS CON EL PUERPERIO, NO CLASIFICADOS EN OTRA PARTE","F","410","454","44"
"F531","TRASTORNOS MENTALES Y DEL COMPORTAMIENTO GRAVES, ASOCIADOS CON EL PUERPERIO, NO CLASIFICADOS EN OTRA PARTE","F","410","454","44"
"F538","TRASTORNOS MENTALES Y DEL COMPORTAMIENTO ASOCIADOS CON EL PUERPERIO, NO CLASIFICADOS EN OTRA PARTE","F","410","454","44"
"F539","TRASTORNO MENTAL PUERPERAL, NO ESPECIFICADO","F","410","454","44"
"F54X","FACTORES PSICOLOGICOS Y DEL COMPORTAMIENTO ASOCIADOS CON TRASTORNOS O ENFERMEDADES CLASIFICADOS EN OTRA PARTE","A","0","0","44"
"F55X","ABUSO DE SUSTANCIAS QUE NO PRODUCEN DEPENDENCIA","A","0","0","44"
"F59X","SINDROMES DEL COMPORTAMIENTO ASOCIADOS CON ALTERACIONES FISIOLOGICAS Y FACTORES FISICOS, NO ESPECIFICADOS","A","0","0","44"
"F600","TRASTORNO PARANOIDE DE LA PERSONALIDAD","A","405","599","44"
"F601","TRASTORNO ESQUIZOIDE DE LA PERSONALIDAD","A","405","599","44"
"F602","TRASTORNO ASOCIAL DE LA PERSONALIDAD","A","405","599","44"
"F603","TRASTORNO DE LA PERSONALIDAD EMOCIONALMENTE INESTABLE","A","405","599","44"
"F604","TRASTORNO HISTRIONICO DE LA PERSONALIDAD","A","405","599","44"
"F605","TRASTORNO ANANCASTICO DE LA PERSONALIDAD","A","405","599","44"
"F606","TRASTORNO DE LA PERSONALIDAD ANSIOSA (EVASIVA, ELUSIVA)","A","405","599","44"
"F607","TRASTORNO DE LA PERSONALIDAD DEPENDIENTE","A","405","599","44"
"F608","OTROS TRASTORNOS ESPECIFICOS DE LA PERSONALIDAD","A","405","599","44"
"F609","TRASTORNO DE LA PERSONALIDAD, NO ESPECIFICADO","A","405","599","44"
"F61X","TRASTORNOS MIXTOS Y OTROS TRASTORNOS DE LA PERSONALIDAD","A","405","599","44"
"F620","CAMBIO PERDURABLE DE LA PERSONALIDAD DESPUES DE UNA EXPERIENCIA CATASTROFICA","A","405","599","44"
"F621","CAMBIO PERDURABLE DE LA PERSONALIDAD CONSECUTIVO A UNA ENFERMEDAD PSIQUIATRICA","A","405","599","44"
"F628","OTROS CAMBIOS PERDURABLES DE LA PERSONALIDAD","A","405","599","44"
"F629","CAMBIO PERDURABLE DE LA PERSONALIDAD, NO ESPECIFICADO","A","405","599","44"
"F630","JUEGO PATOLOGICO","A","405","599","44"
"F631","PIROMANIA","A","405","599","44"
"F632","HURTO PATOLOGICO (CLEPTOMANIA)","A","405","599","44"
"F633","TRICOTILOMANIA","A","405","599","44"
"F638","OTROS TRASTORNOS DE LOS HABITOS Y DE LOS IMPULSOS","A","405","599","44"
"F639","TRASTORNO DE LOS HABITOS Y DE LOS IMPULSOS, NO ESPECIFICADO","A","405","599","44"
"F640","TRANSEXUALISMO","A","410","599","44"
"F641","TRANSVESTISMO DE ROL DUAL","A","410","599","44"
"F642","TRASTORNO DE LA IDENTIDAD DE GENERO EN LA NI?EZ","A","405","599","44"
"F648","OTROS TRASTORNOS DE LA IDENTIDAD DE GENERO","A","410","599","44"
